12.05.2024	10:00-10:40
12.05.2024	10:45-11:25
12.05.2024	11:30-12:10
12.05.2024	12:15-12:55
12.05.2024	13:00-13:40
12.05.2024	13:45-14:25
12.05.2024	14:30-15:10
12.05.2024	15:15-15:55
12.05.2024	16:00-16:40
